intent,user_input,response
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
despedida,FALOU,Falou! Depois voltamos ao mundo dos animes.
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares.
comparacao,mano qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios.
episodios,ONE PIECE ACABOU?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
personagem,quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,me responde aí: o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Curte esse tipo?
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante.
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime?
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje?
recomendacao,Quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
recomendacao,anime engraçado,Spy x Family é uma ótima escolha.
saudacao,mano eae,Fala! Curte anime também? 😊
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. 😊
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
poderes,mano o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
curiosidade,mano quem criou Naruto?,Claro! Naruto foi criado por Masashi Kishimoto.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Curte esse tipo?
curiosidade,QUEM CRIOU NARUTO?,Naruto foi criado por Masashi Kishimoto. 😊
recomendacao,me responde aí: quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
saudacao,eae?,Fala! Curte anime também? Posso recomendar mais.
saudacao,EAE,Claro! Fala! Curte anime também?
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime?
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime?
curiosidade,mano qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
curiosidade,Qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
comparacao,Naruto é melhor que one piece?,Isso varia muito do gosto de cada fã. Curte esse tipo?
curiosidade,qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
comparacao,mano quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
curiosidade,mano qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
despedida,Falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan. Posso recomendar mais.
recomendacao,ANIME ENGRAÇADO,Spy x Family é uma ótima escolha. 😊
saudacao,EAE,Fala! Curte anime também? Curte esse tipo?
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? 😊
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto.
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? 😊
comparacao,me responde aí: Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante. 😊
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje? 😊
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. 😊
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
episodios,Quantos eps tem demon slayer?,Demon Slayer possui várias temporadas e filmes.
despedida,mano até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
curiosidade,me responde aí: qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
recomendacao,me responde aí: quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
saudacao,me responde aí: eae,Fala! Curte anime também? Curte esse tipo?
episodios,Quantos episódios tem naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares.
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
curiosidade,QUEM CRIOU NARUTO?,Naruto foi criado por Masashi Kishimoto. 😊
comparacao,me responde aí: Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. 😊
despedida,mano até logo,Claro! Até logo! Espero que encontre um anime incrível.
personagem,quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
recomendacao,mano quero um anime triste,Your Lie in April costuma emocionar bastante. 😊
personagem,mano quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Curte esse tipo?
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história.
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto.
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
saudacao,mano eae,Fala! Curte anime também? Posso recomendar mais.
personagem,Quem é o gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
personagem,quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
despedida,falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
comparacao,mano Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Curte esse tipo?
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
comparacao,quem vence Goku ou Naruto?,Claro! Depende das regras da comparação e do universo.
saudacao,mano bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
personagem,Quem é o levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? 😊
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
poderes,mano o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
comparacao,QUEM VENCE GOKU OU NARUTO?,Depende das regras da comparação e do universo. Posso recomendar mais.
comparacao,Naruto é melhor que one piece?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes.
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. 😊
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
poderes,Qual o poder do goku?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
comparacao,QUEM VENCE GOKU OU NARUTO?,Claro! Depende das regras da comparação e do universo.
poderes,me responde aí: qual o poder do Goku?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
recomendacao,me responde aí: quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
despedida,tchau?,Claro! Até mais! Bons episódios pra você.
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. 😊
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Curte esse tipo?
episodios,QUANTOS EPISÓDIOS TEM NARUTO?,Naruto clássico possui 220 episódios. Curte esse tipo?
personagem,quem é o Naruto??,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
recomendacao,Me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
despedida,Falou,Claro! Falou! Depois voltamos ao mundo dos animes.
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? 😊
curiosidade,QUAL FOI O PRIMEIRO ANIME?,Astro Boy foi um dos primeiros animes populares.
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? 😊
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
personagem,me responde aí: quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
curiosidade,me responde aí: qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história.
recomendacao,me recomenda um anime de ação?,Claro! Você pode gostar de Attack on Titan.
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. Curte esse tipo?
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
recomendacao,ANIME ENGRAÇADO,Spy x Family é uma ótima escolha. 😊
recomendacao,ANIME ENGRAÇADO,Claro! Spy x Family é uma ótima escolha.
despedida,Até logo,Claro! Até logo! Espero que encontre um anime incrível.
curiosidade,QUEM CRIOU NARUTO?,Claro! Naruto foi criado por Masashi Kishimoto.
episodios,One Piece acabou?,"Claro! Não, One Piece ainda está em exibição."
curiosidade,QUEM CRIOU NARUTO?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
despedida,mano tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
comparacao,QUEM VENCE GOKU OU NARUTO?,Depende das regras da comparação e do universo.
personagem,me responde aí: quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
recomendacao,anime engraçado,Spy x Family é uma ótima escolha. Posso recomendar mais.
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto.
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
despedida,mano até logo,Claro! Até logo! Espero que encontre um anime incrível.
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
despedida,falou?,Claro! Falou! Depois voltamos ao mundo dos animes.
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
saudacao,oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,QUEM É O LEVI?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
episodios,Quantos episódios tem naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
recomendacao,quero um anime triste,Claro! Your Lie in April costuma emocionar bastante.
despedida,falou,Falou! Depois voltamos ao mundo dos animes. Posso recomendar mais.
comparacao,me responde aí: Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
recomendacao,me recomenda um anime de ação?,Você pode gostar de Attack on Titan. Posso recomendar mais.
episodios,Quantos eps tem demon slayer?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan. 😊
curiosidade,mano qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
curiosidade,mano quem criou Naruto?,Claro! Naruto foi criado por Masashi Kishimoto.
despedida,falou?,Claro! Falou! Depois voltamos ao mundo dos animes.
despedida,TCHAU,Até mais! Bons episódios pra você. Posso recomendar mais.
despedida,até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
despedida,falou,Falou! Depois voltamos ao mundo dos animes. 😊
despedida,Até logo,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. Curte esse tipo?
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
recomendacao,Me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
poderes,mano qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Você pode gostar de Attack on Titan. Curte esse tipo?
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
personagem,me responde aí: quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Curte esse tipo?
episodios,quantos episódios tem Naruto?,Claro! Naruto clássico possui 220 episódios.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
despedida,mano tchau,Até mais! Bons episódios pra você. 😊
comparacao,Qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
poderes,QUAL O PODER DO GOKU?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
personagem,mano quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Curte esse tipo?
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
comparacao,QUAL ANIME É MAIS FAMOSO?,Claro! One Piece e Dragon Ball estão entre os mais populares.
recomendacao,ANIME ENGRAÇADO,Spy x Family é uma ótima escolha. Posso recomendar mais.
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
despedida,mano até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes.
poderes,O que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
curiosidade,Qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
personagem,mano quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto.
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
episodios,QUANTOS EPS TEM DEMON SLAYER?,Claro! Demon Slayer possui várias temporadas e filmes.
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. 😊
poderes,QUAL O PODER DO GOKU?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
curiosidade,me responde aí: qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
despedida,falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
saudacao,eae,Fala! Curte anime também?
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. 😊
comparacao,me responde aí: quem vence Goku ou Naruto?,Claro! Depende das regras da comparação e do universo.
curiosidade,mano qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
despedida,mano até logo,Até logo! Espero que encontre um anime incrível.
poderes,O QUE É BANKAI?,Claro! Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,Quem é o levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
episodios,mano quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
poderes,O QUE É SHARINGAN?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios.
episodios,quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
despedida,tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
despedida,falou?,Falou! Depois voltamos ao mundo dos animes. 😊
personagem,me responde aí: quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Curte esse tipo?
poderes,mano qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
comparacao,QUAL ANIME É MAIS FAMOSO?,Claro! One Piece e Dragon Ball estão entre os mais populares.
comparacao,quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. Posso recomendar mais.
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição."
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
comparacao,quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. 😊
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
episodios,QUANTOS EPISÓDIOS TEM NARUTO?,Claro! Naruto clássico possui 220 episódios.
personagem,quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
poderes,Qual o poder do goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
curiosidade,me responde aí: qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
curiosidade,QUAL FOI O PRIMEIRO ANIME?,Astro Boy foi um dos primeiros animes populares.
personagem,QUEM É O LEVI?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
episodios,me responde aí: One Piece acabou?,"Não, One Piece ainda está em exibição."
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
comparacao,Naruto é melhor que one piece?,Isso varia muito do gosto de cada fã. 😊
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
despedida,TCHAU,Até mais! Bons episódios pra você. Curte esse tipo?
despedida,até logo?,Claro! Até logo! Espero que encontre um anime incrível.
despedida,ATÉ LOGO,Claro! Até logo! Espero que encontre um anime incrível.
recomendacao,quero um anime triste?,Your Lie in April costuma emocionar bastante. 😊
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
curiosidade,me responde aí: qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
episodios,Quantos episódios tem naruto?,Claro! Naruto clássico possui 220 episódios.
recomendacao,anime engraçado?,Spy x Family é uma ótima escolha. Posso recomendar mais.
saudacao,oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
saudacao,eae?,Fala! Curte anime também?
recomendacao,me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
poderes,O que é bankai?,Claro! Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,Quem é o naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. 😊"
poderes,QUAL O PODER DO GOKU?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
curiosidade,QUAL FOI O PRIMEIRO ANIME?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. Curte esse tipo?
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
curiosidade,me responde aí: qual anime mais longo?,Sazae-san é considerado o anime mais longo da história.
despedida,Tchau,Até mais! Bons episódios pra você. 😊
despedida,Tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
saudacao,eae,Fala! Curte anime também?
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição."
saudacao,mano bom dia,Claro! Bom dia! Quer conversar sobre qual anime?
personagem,quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto.
despedida,tchau?,Até mais! Bons episódios pra você. 😊
recomendacao,mano quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? 😊
saudacao,me responde aí: eae,Fala! Curte anime também? Curte esse tipo?
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
poderes,Qual o poder do goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
curiosidade,me responde aí: quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
recomendacao,Me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
personagem,mano quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
personagem,quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios.
despedida,mano tchau,Até mais! Bons episódios pra você.
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
personagem,mano quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
personagem,Quem é o levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Curte esse tipo?
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes.
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. 😊
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime?
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
recomendacao,ME RECOMENDA UM ANIME DE AÇÃO,Claro! Você pode gostar de Attack on Titan.
curiosidade,mano quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
despedida,falou,Falou! Depois voltamos ao mundo dos animes.
episodios,ONE PIECE ACABOU?,"Não, One Piece ainda está em exibição. 😊"
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante.
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. 😊
saudacao,Oi,Oi! Como posso ajudar sobre animes hoje?
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
personagem,quem é o Naruto??,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
saudacao,BOM DIA,Bom dia! Quer conversar sobre qual anime? 😊
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. 😊
curiosidade,mano qual anime mais longo?,Sazae-san é considerado o anime mais longo da história.
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
saudacao,me responde aí: eae,Fala! Curte anime também? Posso recomendar mais.
comparacao,Naruto é melhor que one piece?,Isso varia muito do gosto de cada fã. Curte esse tipo?
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes.
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje?
curiosidade,mano qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
despedida,até logo?,Até logo! Espero que encontre um anime incrível.
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
comparacao,mano Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. 😊
recomendacao,anime engraçado,Claro! Spy x Family é uma ótima escolha.
comparacao,mano qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. 😊
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
curiosidade,me responde aí: qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. 😊
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo.
recomendacao,me responde aí: quero um anime triste,Claro! Your Lie in April costuma emocionar bastante.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
curiosidade,mano qual anime mais longo?,Sazae-san é considerado o anime mais longo da história.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo.
saudacao,oi,Oi! Como posso ajudar sobre animes hoje?
